"","cod","nome","gen","epiteto","N","polygon","polygon90","pixelsum"
"1","Acvert","Actinostemon verticillatus","Actinostemon","verticillatus",105,0.0260533030590356,0.00850735673067265,86
"2","Andola","Annona dolabripetala","Annona","dolabripetala",236,0.0340375248494765,0.0087013283942773,199
"3","Ansylv","Annona sylvatica","Annona","sylvatica",315,0.0540673851403911,0.0184765536082512,276
"4","Apleio","Apuleia leiocarpa","Apuleia","leiocarpa",588,0.11942483155293,0.0656570213304756,469
"5","Asacul","Astrocaryum aculeatissimum","Astrocaryum","aculeatissimum",59,0.0122205281731217,0.0018012624821628,53
"6","Asgrav","Astronium graveolens","Astronium","graveolens",697,0.146419742639279,0.12958295318982,533
"7","Athumi","Attalea humilis","Attalea","humilis",50,0.0119129923189458,0.0010995685016495,43
"8","Bamend","Bathysa mendoncaei","Bathysa","mendoncaei",80,0.0120412782072021,0.0019437839676502,54
"9","Brglaz","Brosimum glaziovii","Brosimum","glaziovii",50,0.0154039799603328,0.00349538861159094,44
"10","Brguia","Brosimum guianense","Brosimum","guianense",1044,0.128446385363703,0.118330906280713,804
"11","Cacanj","Cabralea canjerana","Cabralea","canjerana",792,0.114634940718877,0.0848107892125431,651
"12","Cabras","Calophyllum brasiliense","Calophyllum","brasiliense",1369,0.181255063006087,0.15112491212979,1054
"13","Caluci","Calyptranthes lucida","Calyptranthes","lucida",248,0.102304906408669,0.0714959936445326,198
"14","Casylv","Casearia sylvestris","Casearia","sylvestris",3908,0.788557506484172,0.193076154675898,2991
"15","Cepach","Cecropia pachystachya","Cecropia","pachystachya",684,1.03085312553763,0.0370013065981892,592
"16","Chsp2","Chrysobalanaceae sp2","Chrysobalanaceae","sp2",0,0,0,0
"17","Colang","Copaifera langsdorffii","Copaifera","langsdorffii",905,0.0623648100693638,0.034496673589248,721
"18","Cotric","Cordia trichoclada","Cordia","trichoclada",95,0.0153111484919849,0.00410742367304461,82
"19","Coveno","Couepia venosa","Couepia","venosa",30,0.00648496676137444,0.000358506263518387,27
"20","Crmosc","Cryptocarya moschata","Cryptocarya","moschata",168,0.0239782819696946,0.00422294410135261,93
"21","Crsali","Cryptocarya saligna","Cryptocarya","saligna",70,0.00848088922552671,0.00122884406971011,52
"22","Cufurf","Cupania furfuracea","Cupania","furfuracea",43,0.0191537914079816,0.00468663710468126,36
"23","Curace","Cupania racemosa","Cupania","racemosa",206,0.0388269019993948,0.00838822176502777,163
"24","Cuschi","Cupania schizoneura","Cupania","schizoneura",4,0,0,4
"25","Cysp1","Cybianthus sp1","Cybianthus","sp1",0,0,0,0
"26","Cyanti","Cybistax antisyphilitica","Cybistax","antisyphilitica",306,0.0792669853474637,0.0577646748449313,278
"27","Dusess","Duguetia sessilis","Duguetia","sessilis",10,0.00385807874394007,0.000160761185596306,7
"28","Ecrami","Ecclinusa ramiflora","Ecclinusa","ramiflora",210,0.0930141951335701,0.0834218938738192,184
"29","Erpent","Eriotheca pentaphylla","Eriotheca","pentaphylla",28,0.0118857439896884,0.00532756956082236,25
"30","Ercusp","Erythroxylum cuspidifolium","Erythroxylum","cuspidifolium",96,0.0285584703845171,0.010501242463799,84
"31","Eucand","Eugenia candolleana","Eugenia","candolleana",221,0.0443601847139892,0.0165411587947088,190
"32","Euexce","Eugenia excelsa","Eugenia","excelsa",174,0.0669694898827037,0.0614607897217584,126
"33","Eumaca","Eugenia macahensis","Eugenia","macahensis",8,0.00784521625709085,0.000603976827362044,8
"34","Euoblo","Eugenia oblongata","Eugenia","oblongata",124,0.0831459828311061,0.0034643643137361,87
"35","Eupisi","Eugenia pisiformis","Eugenia","pisiformis",144,0.0255343264589296,0.00225370628508334,106
"36","Eusp4","Eugenia sp4","Eugenia","sp4",0,0,0,0
"37","Eusubu","Eugenia subundulata","Eugenia","subundulata",11,0.00362064049237511,0.000392711438478017,11
"38","Eusp1","Euphorbiaceae sp1","Euphorbiaceae","sp1",0,0,0,0
"39","Famult","Faramea multiflora","Faramea","multiflora",1330,0.123730005806045,0.109088967335209,982
"40","Gagard","Garcinia gardneriana","Garcinia","gardneriana",444,0.137943311864558,0.0674563452044857,378
"41","Mopoly","Moquiniastrum polymorphum","Moquiniastrum","polymorphum",506,0.0343853753443119,0.0182386607264657,402
"42","Gocroc","Gomidesia crocea","Gomidesia","crocea",13,0.000295706015946001,0.000244536594765447,12
"43","Guareo","Guapira areolata","Guapira","areolata",73,0.0263960759157756,0.0197404473444825,64
"44","Guniti","Guapira nitida","Guapira","nitida",89,0.0111507422513265,0.00868977738796145,69
"45","Guoppo","Guapira opposita","Guapira","opposita",1129,0.0983244004971213,0.0373624800919548,814
"46","Guguid","Guarea guidonia","Guarea","guidonia",1524,0.203794463644607,0.135752629833955,1262
"47","Gumacr","Guarea macrophylla","Guarea","macrophylla",1622,0.175414755767981,0.112794830041299,1291
"48","Gucamp","Guatteria campestris","Guatteria","campestris",38,0.0110432338846058,0.00461155877345982,35
"49","Gucand","Guatteria candolleana","Guatteria","candolleana",27,0.00940155733723282,0.00143978220749344,23
"50","Hetome","Helicostylis tomentosa","Helicostylis","tomentosa",769,0.0975841804905612,0.092471066683862,572
"51","Hibrac","Himatanthus bracteatus","Himatanthus","bracteatus",387,0.0846474274804407,0.0593475072893162,327
"52","Hyoblo","Hieronyma oblonga","Hieronyma","oblonga",843,0.11864452400386,0.0700980608005673,586
"53","Hyjane","Hymenolobium janeirense","Hymenolobium","janeirense",62,0.0174377538647258,0.0110460946008918,45
"54","Inlaur","Inga laurina","Inga","laurina",971,0.619793518094562,0.17808783252425,784
"55","Insp1","Inga sp1","Inga","sp1",0,0,0,0
"56","Lapube","Lacistema pubescens","Lacistema","pubescens",197,0.0564157150541118,0.0252073915956182,157
"57","Libahi","Licaria bahiana","Licaria","bahiana",103,0.03215196598389,0.00144132299697929,69
"58","Liguia","Licaria guianensis","Licaria","guianensis",134,0.0790471873351982,0.069150565755117,102
"59","Mafist","Mabea fistulifera","Mabea","fistulifera",405,0.0710825024709866,0.0439913332506155,346
"60","Mautri","Macrotorus utriculatus","Macrotorus","utriculatus",54,0.0179235720806887,0.00106525754674513,40
"61","Matome","Marlierea tomentosa","Marlierea","tomentosa",114,0.0254379088596231,0.00562069369319116,101
"62","Masamy","Maytenus samydaeformis","Maytenus","samydaeformis",5,0.000589239272535008,2.78471111105318e-06,5
"63","Mialbi","Miconia albicans","Miconia","albicans",2256,0.165496238043144,0.13216108371492,1670
"64","Micinn","Miconia cinnamomifolia","Miconia","cinnamomifolia",275,0.0904587436766235,0.00620887262437781,220
"65","Milepi","Miconia lepidota","Miconia","lepidota",316,0.0909405962546838,0.0891173567567418,225
"66","Mipras","Miconia prasina","Miconia","prasina",2133,0.649126063445912,0.142199691562941,1560
"67","Misp1","Miconia sp1","Miconia","sp1",0,0,0,0
"68","Micras","Micropholis crassipedicellata","Micropholis","crassipedicellata",64,0.0128795791864447,0.00341316653751726,58
"69","Migard","Micropholis gardneriana","Micropholis","gardneriana",164,0.0764104477244549,0.0318847896691486,132
"70","Moglab","Mollinedia glabra","Mollinedia","glabra",64,0.0194169410125666,0.00314340348568239,49
"71","Myanac","Myrcia anacardiifolia","Myrcia","anacardiifolia",104,0.0245568447654117,0.00325005971388925,86
"72","Myance","Myrcia anceps","Myrcia","anceps",32,0.00996968194517863,0.00348220359800529,30
"73","Myilhe","Myrcia ilheosensis","Myrcia","ilheosensis",213,0.0249610018696758,0.00745409262378376,152
"74","Mysple","Myrcia splendens","Myrcia","splendens",5042,0.646361564168661,0.138492920583405,3548
"75","Mycori","Myrsine coriacea","Myrsine","coriacea",3209,0.221567728084203,0.180644609008671,2201
"76","Naoblo","Naucleopsis oblongifolia","Naucleopsis","oblongifolia",111,0.0530696170659026,0.05036190870471,94
"77","Neniti","Nectandra nitidula","Nectandra","nitidula",94,0.0283496060044909,0.00812169696215094,74
"78","Neoppo","Nectandra oppositifolia","Nectandra","oppositifolia",364,0.089648371855189,0.0181843412648232,300
"79","Nereti","Nectandra reticulata","Nectandra","reticulata",602,0.135065374777643,0.0870861393800057,467
"80","Ocdiva","Ocotea divaricata","Ocotea","divaricata",87,0.0227905557091104,0.00221753192256385,67
"81","Oclaxa","Ocotea laxa","Ocotea","laxa",121,0.0217912452070764,0.0189567638973518,98
"82","Ocodor","Ocotea odorifera","Ocotea","odorifera",251,0.0739401960559595,0.0693783310053809,208
"83","Ocscho","Ocotea schottii","Ocotea","schottii",18,0.0082628541449969,0.00120623069532095,16
"84","Peglab","Pera glabrata","Pera","glabrata",1241,0.150367221872626,0.0731358796655141,954
"85","Plreti","Plathymenia reticulata","Plathymenia","reticulata",694,0.0663073231459799,0.0368755193395791,538
"86","Pofalc","Poecilanthe falcata","Poecilanthe","falcata",71,0.0214212682088677,0.010483266328085,60
"87","Poguia","Pourouma guianensis","Pourouma","guianensis",551,0.101399074932532,0.0932303689415332,431
"88","Pobang","Pouteria bangii","Pouteria","bangii",228,0.0888913059910943,0.0827930463118352,188
"89","Pobull","Pouteria bullata","Pouteria","bullata",23,0.00852083114552455,0.00177747077384159,18
"90","Posp1","Pouteria sp1","Pouteria","sp1",0,0,0,0
"91","Prlact","Pradosia lactescens","Pradosia","lactescens",183,0.0269194387650871,0.00659646965636425,145
"92","Prwidg","Protium widgrenii","Protium","widgrenii",55,0.0160644203343909,0.00338066488611033,48
"93","Psgran","Pseudobombax grandiflorum","Pseudobombax","grandiflorum",148,0.126336644155093,0.0120511252674104,138
"94","Psvell","Psychotria vellosiana","Psychotria","vellosiana",729,0.0437204549983463,0.0123045781462062,549
"95","Rhmacr","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx",63,0.0125605159399134,0.00218069178707719,44
"96","Riguia","Rinorea guianensis","Rinorea","guianensis",226,0.0703986436429832,0.0587536646499773,159
"97","Rusp5","Rubiaceae sp5","Rubiaceae","sp5",0,0,0,0
"98","Sarace","Sagotia racemosa","Sagotia","racemosa",297,0.0629881042283643,0.0515938639950594,224
"99","Sasp2","Sapotaceae sp2","Sapotaceae","sp2",0,0,0,0
"100","Sasp6","Sapotaceae sp6","Sapotaceae","sp6",0,0,0,0
"101","Sabras","Sarcaulus brasiliensis","Sarcaulus","brasiliensis",304,0.0975561065717179,0.0694768953390196,234
"102","Sctere","Schinus terebinthifolia","Schinus","terebinthifolia",1566,2.05476822359579,1.93876978964704,1232
"103","Severt","Senefeldera verticillata","Senefeldera","verticillata",137,0.040528282516476,0.0061852410473801,98
"104","Siamar","Simarouba amara","Simarouba","amara",1110,0.273889460856634,0.131818679343644,883
"105","Siguia","Siparuna guianensis","Siparuna","guianensis",2233,0.120156054244963,0.0990886760161715,1732
"106","Siregi","Siparuna reginae","Siparuna","reginae",155,0.0696825525555162,0.061935110053074,129
"107","Soguil","Sorocea guilleminiana","Sorocea","guilleminiana",455,0.0855463146647383,0.0651566855234288,324
"108","Stpulc","Stryphnodendron pulcherrimum","Stryphnodendron","pulcherrimum",418,0.0794853881052893,0.0619188453944493,313
"109","Swapet","Swartzia apetala","Swartzia","apetala",503,0.0429477538450559,0.00540125441053885,353
"110","Tapilg","Tachigali pilgeriana","Tachigali","pilgeriana",26,0.0079736081556298,0.00103198768062035,17
"111","Taguia","Tapirira guianensis","Tapirira","guianensis",3390,0.562149092021564,0.105922509745451,2452
"112","Tegran","Tetrastylidium grandifolium","Tetrastylidium","grandifolium",78,0.0315087903431696,0.00442190132644384,65
"113","Topani","Tovomita paniculata","Tovomita","paniculata",56,0.0166520189654627,0.00137573654618499,49
"114","Trtome","Trichilia tomentosa","Trichilia","tomentosa",22,0.0149626038520793,0.00468665080599629,21
"115","Urbahi","Urbanodendron bahiense","Urbanodendron","bahiense",15,0.00264140869843246,0.000155185642856793,14
"116","Urverr","Urbanodendron verrucosum","Urbanodendron","verrucosum",37,0.00440816138845123,0.000907318768671075,32
"117","Vibicu","Virola bicuhyba","Virola","bicuhyba",57,0.0143660180207592,0.00340449825443161,47
"118","Viguia","Vismia guianensis","Vismia","guianensis",1047,0.21710559169134,0.0769926913582818,802
"119","Vimart","Vismia martiana","Vismia","martiana",56,0.0236958133123804,0.00214310455929581,46
"120","Xyseri","Xylopia sericea","Xylopia","sericea",366,0.102743821336182,0.090497827337312,299
"121","Xyglab","Xylosma glaberrimum","Xylosma","glaberrimum",42,0.0539381499400958,0.00826835303660139,39
